cyma_customer_number,,cyma_code,agid,workorder_id,submitted_date,device_status,part_number,serial_number,date_received,assigned_to,repaired_by,date_repaired,hold_reason,protectionplan_id,repair_loc,billing_co,request_id,job,requester,request_datetime,request_status,item_number,return_reason,invoice_number
NEWBURGH,,AB1,2161455528105,161455,03/14/2022,received,REPAIR-DELL-CRM3100,GGMG633    21223321,03/18/2022,bgreenawalt,,,,,PA,PA,257972,298653,bgreenawalt,04/12/2022,requested parts received and scanned in by tech,AG-3100T-PR01R,,
TIGARDTUALATIN,,AB1,2161473528246,161473,03/14/2022,hold,REPAIR-IPAD7,F6MCV2QTMF3M,03/21/2022,kmay,,,Logicboard,,PA,TX,262185,302211,kmay,04/22/2022,requested parts received and scanned in by tech,MIPA701-HC,,
TIGARDTUALATIN,,AB1,2161473528246,161473,03/14/2022,hold,REPAIR-IPAD7,F6MCV2QTMF3M,03/21/2022,kmay,,,Logicboard,,PA,TX,262912,302211,mforester,04/25/2022,requested parts received and scanned in by tech,IPA5PV,,
TIGARDTUALATIN,,AB1,2161473528246,161473,03/14/2022,hold,REPAIR-IPAD7,F6MCV2QTMF3M,03/21/2022,kmay,,,Logicboard,,PA,TX,262198,302211,kmay,04/22/2022,all parts on request used or returned,IPA5PV,,
TIGARDTUALATIN,,AB1,2161473528247,161473,03/14/2022,hold,REPAIR-IPAD8,H96FQCVSQ1GC,03/21/2022,zpalczer,,,Waiting for Approval,,PA,TX,262599,302610,zpalczer,04/23/2022,requested parts received and scanned in by tech,IPA7CPB,,
PHILADELPHIACHA,,JG1,2161502528459,161502,03/15/2022,received,REPAIR-IPAD7,GG7D5294MF3M,03/17/2022,tkeyser,tkeyser,,,,PA,PA,264866,304453,tkeyser,04/28/2022,all parts on request used or returned,MIPA701-HC,,
PHILADELPHIACHA,,JG1,2161502528460,161502,03/15/2022,received,REPAIR-IPAD7,GG8D4EM1MF3M,03/17/2022,ecarson,,,,,PA,PA,265789,305240,ecarson,05/01/2022,all parts on request used or returned,IPA7CPB,,
PHILADELPHIACHA,,JG1,2161502528461,161502,03/15/2022,hold,REPAIR-IPAD7,GG8D464LMF3M,03/17/2022,ecarson,,,Salesperson Approval,,PA,PA,265788,305241,ecarson,05/01/2022,all parts on request used or returned,IPA7CPB,,
PHILADELPHIACHA,,JG1,2161502528463,161502,03/15/2022,received,REPAIR-IPAD7,GG8D442WMF3M,03/17/2022,tkeyser,,,,,PA,PA,263587,303472,tkeyser,04/26/2022,requested parts received and scanned in by tech,MIPA701-HC,,
NEWBURGH,,AB1,2161504528469,161504,03/15/2022,received,REPAIR-DELL-CRM3189,c0pxrn2,03/18/2022,cakelley,,,,,PA,PA,261701,299636,cakelley,04/21/2022,requested parts received and scanned in by tech,AG-3189-KB00,,
HOPKINTONPUBLIC,,AB1,2161505528478,161505,03/15/2022,hold,REPAIR-IPADMINI5,DMPYD0S6LM94,03/21/2022,mlavender,,,Logicboard,,PA,PA,263010,302869,mlavender,04/25/2022,requested parts received and scanned in by tech,IPAM502-LCD,,
PHENIXCITYBOARD,,PJ1,2161525528607,161525,03/15/2022,received,REPAIR-DELL-CRM3100,54KJ6C3,03/18/2022,cakelley,,,,,PA,PA,260169,300270,cakelley,04/19/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
PHENIXCITYBOARD,,PJ1,2161525528609,161525,03/15/2022,received,REPAIR-DELL-CRM3100,23MBC33,03/18/2022,cakelley,,,,,PA,PA,260167,300274,cakelley,04/19/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
MARLBOROCSD,,PJ1,2161527528642,161527,03/15/2022,hold,REPAIR-DELL-CRM3100,8DPX373,03/18/2022,bgreenawalt,,,Logicboard,,PA,PA,258392,299076,bgreenawalt,04/13/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,,
KCKPSUSD500,,AB1,2161534528685,161534,03/15/2022,hold,REPAIR-MBA-13-LCD,FVFZ6H58J1WK,03/18/2022,mstevens,,,Waiting for Approval,,PA,PA,265542,304934,mstevens,04/29/2022,all parts on request used or returned,NT133WGB-NB1,,
KCKPSUSD500,,AB1,2161534528758,161534,03/15/2022,hold,REPAIR-MBA-11-LCD,C02WP4U1GFWM,03/18/2022,mstevens,,,Waiting for Approval,,PA,PA,265460,304935,mstevens,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
KCKPSUSD500,,AB1,2161534528766,161534,03/15/2022,hold,REPAIR-MBA-11-LCD,C02TR92YGFWM,03/18/2022,mstevens,,,Waiting for Approval,,PA,PA,265231,304749,mstevens,04/29/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
MAYFIELDCITY,,SS1,2161565528863,161565,03/16/2022,received,REPAIR-HP-11G8EE,5CD0153Q4D,03/25/2022,dcolligan,,,,,PA,PA,256843,294487,dcolligan,04/11/2022,requested parts received and scanned in by tech,AG-11AG8EE-HC00,,
PITTCOUNTYSCH,,AB1,2161584528915,161584,03/16/2022,received,REPAIR-IPAD6,DMPWK8GUJF8K,03/24/2022,abrubaker,abrubaker,,,,PA,PA,264998,304221,abrubaker,04/28/2022,all parts on request used or returned,IPA602-HC,,
PITTCOUNTYSCH,,AB1,2161584528915,161584,03/16/2022,received,REPAIR-IPAD6,DMPWK8GUJF8K,03/24/2022,abrubaker,abrubaker,,,,PA,PA,265008,304221,abrubaker,04/28/2022,all parts on request used or returned,IPA5CAMR,,
PITTCOUNTYSCH,,AB1,2161584528915,161584,03/16/2022,received,REPAIR-IPAD6,DMPWK8GUJF8K,03/24/2022,abrubaker,abrubaker,,,,PA,PA,265077,304221,abrubaker,04/28/2022,all parts on request used or returned,IPA602-HC,,
JAMESTOWNPA,,JG1,2161597528988,161597,03/16/2022,received,REPAIR-IPAD6,DMPYNZT5JF8J,03/17/2022,tkeyser,,,,,PA,PA,259198,299752,tkeyser,04/14/2022,requested parts received and scanned in by tech,MIPA601-HC,,
JAMESTOWNPA,,JG1,2161597528988,161597,03/16/2022,received,REPAIR-IPAD6,DMPYNZT5JF8J,03/17/2022,tkeyser,,,,,PA,PA,259224,299752,tkeyser,04/14/2022,requested parts received and scanned in by tech,MIPA601-HC,,
JAMESTOWNPA,,JG1,2161597528989,161597,03/16/2022,received,REPAIR-IPAD6,DMQYN1SGJF8J,03/17/2022,tkeyser,,,,,PA,PA,259129,299718,tkeyser,04/14/2022,requested parts received and scanned in by tech,IPA6-LCD,,
JAMESTOWNPA,,JG1,2161597528989,161597,03/16/2022,received,REPAIR-IPAD6,DMQYN1SGJF8J,03/17/2022,tkeyser,,,,,PA,PA,259138,299718,tkeyser,04/14/2022,requested parts received and scanned in by tech,MIPA601-HC,,
IREDELL-STATESV,,NB1,2161653529303,161653,03/17/2022,hold,REPAIR-IPAD5,GG7W629YHLF9,03/21/2022,tjeffreys,,,Logicboard,,PA,PA,251707,293604,tjeffreys,03/30/2022,all parts on request used or returned,IPAA01-HC,,
IREDELL-STATESV,,NB1,2161653529303,161653,03/17/2022,hold,REPAIR-IPAD5,GG7W629YHLF9,03/21/2022,tjeffreys,,,Logicboard,,PA,PA,252842,293604,tjeffreys,04/01/2022,all parts on request used or returned,IPA5HB,,
IREDELL-STATESV,,NB1,2161653529303,161653,03/17/2022,hold,REPAIR-IPAD5,GG7W629YHLF9,03/21/2022,tjeffreys,,,Logicboard,,PA,PA,252900,293604,tjeffreys,04/01/2022,all parts on request used or returned,IPAA-5-LCD,,
#POTTSVILLE,,PJ1,2161681529407,161681,03/17/2022,hold,REPAIR-IPAD6,GG7YRA9AJF8J,03/21/2022,ffischetti,,,Logicboard,,PA,PA,263407,303390,ffischetti,04/26/2022,requested parts received and scanned in by tech,IPAACPB,,
CENTRALYORK,,PJ1,2161699529552,161699,03/17/2022,received,REPAIR-MBA-13-2017-A1466,C1MTX73WJ1WK    10632,03/22/2022,dmelton,,,,,PA,PA,250944,292288,dmelton,03/29/2022,requested parts received and scanned in by tech,923-0439,,
CENTRALYORK,,PJ1,2161699529552,161699,03/17/2022,received,REPAIR-MBA-13-2017-A1466,C1MTX73WJ1WK    10632,03/22/2022,dmelton,,,,,PA,PA,250945,292288,dmelton,03/29/2022,requested parts received and scanned in by tech,661-7480,,
SCHUYLKILLVSD,,NB8,2161723529675,161723,03/17/2022,received,REPAIR-HP-11-G6-EE,5CD8173Z9S,03/23/2022,cakelley,,,,,PA,PA,262731,301809,cakelley,04/25/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
SCHUYLKILLVSD,,NB8,2161723529683,161723,03/17/2022,received,REPAIR-HP-11AG8EE,5CD02640VY,03/23/2022,rsmith,,,,,PA,PA,262681,301469,rsmith,04/25/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
OXFORDCS,,AB1,2161724529698,161724,03/17/2022,received,REPAIR-MBA-13-2017-A1466,FVHYFBQ9J1WK,03/22/2022,dmelton,,,,1410,PA,PA,256971,293741,dmelton,04/11/2022,requested parts received and scanned in by tech,923-0441,,
OXFORDCS,,AB1,2161724529698,161724,03/17/2022,received,REPAIR-MBA-13-2017-A1466,FVHYFBQ9J1WK,03/22/2022,dmelton,,,,1410,PA,PA,256972,293741,dmelton,04/11/2022,requested parts received and scanned in by tech,661-7465,,
OXFORDCS,,AB1,2161724529698,161724,03/17/2022,received,REPAIR-MBA-13-2017-A1466,FVHYFBQ9J1WK,03/22/2022,dmelton,,,,1410,PA,PA,256973,293741,dmelton,04/11/2022,requested parts received and scanned in by tech,923-0438,,
OXFORDCS,,AB1,2161724529698,161724,03/17/2022,received,REPAIR-MBA-13-2017-A1466,FVHYFBQ9J1WK,03/22/2022,dmelton,,,,1410,PA,PA,256974,293741,dmelton,04/11/2022,requested parts received and scanned in by tech,923-0439,,
OXFORDCS,,AB1,2161724529698,161724,03/17/2022,received,REPAIR-MBA-13-2017-A1466,FVHYFBQ9J1WK,03/22/2022,dmelton,,,,1410,PA,PA,256975,293741,dmelton,04/11/2022,requested parts received and scanned in by tech,A1496,,
ELLENSBURGSD401,,AB1,2161733529714,161733,03/17/2022,received,REPAIR-HP-11G8EE,5CD11038RC,03/25/2022,dcolligan,,,,,PA,PA,257717,298587,dcolligan,04/12/2022,requested parts received and scanned in by tech,AG-11AG8EE-HC00,,
PITTCOUNTYSCH,,AB1,2161738529737,161738,03/18/2022,hold,REPAIR-IPAD6,GG7YV7JUJF8J,03/22/2022,kmay,kmay,,Logicboard,,PA,PA,264146,303468,kmay,04/27/2022,requested parts received and scanned in by tech,IPA5CAMR,3,
PITTCOUNTYSCH,,AB1,2161738529737,161738,03/18/2022,hold,REPAIR-IPAD6,GG7YV7JUJF8J,03/22/2022,kmay,kmay,,Logicboard,,PA,PA,263664,303468,kmay,04/26/2022,all parts on request used or returned,MIPA601-HC,,
PHENIXCITYBOARD,,PJ1,2161749529843,161749,03/18/2022,received,REPAIR-DELL-CRM3100,1CFX6Y2,03/22/2022,rsmith,,,,,PA,PA,261566,301473,rsmith,04/21/2022,all parts on request used or returned,51KD7,,
ARLINGTONHEIGHT,,DF1,2161776529973,161776,03/18/2022,received,REPAIR-DELL-CRM3100,C83Z2X2,03/23/2022,rsmith,,,,,PA,PA,265299,302532,rsmith,04/29/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
ARLINGTONHEIGHT,,DF1,2161776529974,161776,03/18/2022,received,REPAIR-DELL-CRM3100,43Q33X2,03/23/2022,rsmith,,,,,PA,PA,265329,302533,rsmith,04/29/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
PENNCRESTSD,,AB1,2161780529994,161780,03/18/2022,received,REPAIR-IPAD8,GG7FXFHEQ1GC,03/23/2022,tkeyser,,,,,PA,PA,264646,304055,tkeyser,04/28/2022,requested parts received and scanned in by tech,MIPA701-HC,,
PENNCRESTSD,,AB1,2161780529994,161780,03/18/2022,received,REPAIR-IPAD8,GG7FXFHEQ1GC,03/23/2022,tkeyser,,,,,PA,PA,264647,304055,tkeyser,04/28/2022,requested parts received and scanned in by tech,IPA7HB,,
MARLBOROCSD,,PJ1,2161808530144,161808,03/21/2022,received,REPAIR-DELL-CRM3100,4BD0273,03/23/2022,mfoster,,,,,PA,PA,262561,302557,mfoster,04/22/2022,requested parts received and scanned in by tech,H06WJ-X,,
NORWELLPUBLICSC,,AB1,2161817530190,161817,03/21/2022,hold,REPAIR-IPAD6,DMPWJ406JF8J,03/24/2022,kmay,,,Response,,PA,PA,264738,304150,kmay,04/28/2022,requested parts received and scanned in by tech,IPAA-5-LCD,,
NORWELLPUBLICSC,,AB1,2161817530190,161817,03/21/2022,hold,REPAIR-IPAD6,DMPWJ406JF8J,03/24/2022,kmay,,,Response,,PA,PA,264516,304150,kmay,04/27/2022,all parts on request used or returned,MIPA601-HC,,
NORWELLPUBLICSC,,AB1,2161817530190,161817,03/21/2022,hold,REPAIR-IPAD6,DMPWJ406JF8J,03/24/2022,kmay,,,Response,,PA,PA,264876,304150,kmay,04/28/2022,all parts on request used or returned,IPA5CAMR,,
NORWELLPUBLICSC,,AB1,2161817530201,161817,03/21/2022,received,REPAIR-IPAD6,DMPWJ2NFJF8J,03/24/2022,tkeyser,,,,,PA,PA,265293,304805,tkeyser,04/29/2022,requested parts received and scanned in by tech,FIPA601-HC,,
NORWELLPUBLICSC,,AB1,2161817530201,161817,03/21/2022,received,REPAIR-IPAD6,DMPWJ2NFJF8J,03/24/2022,tkeyser,,,,,PA,PA,265305,304805,tkeyser,04/29/2022,requested parts received and scanned in by tech,IPAA-5-LCD,,
TYLERCOUNTY,,SB1,2161822530220,161822,03/21/2022,hold,REPAIR-IPAD6,GG8YK5EJJF8J,03/23/2022,kmay,,,Logicboard,,PA,PA,262165,302221,kmay,04/22/2022,requested parts received and scanned in by tech,MIPA601-HC,,
NORWELLPUBLICSC,,AB1,2161834530276,161834,03/21/2022,received,REPAIR-IPAD5,F9HTX52NHLF9,03/24/2022,tkeyser,,,,,PA,PA,264861,304438,tkeyser,04/28/2022,requested parts received and scanned in by tech,IPAA01-HC,,
NORWELLPUBLICSC,,AB1,2161834530276,161834,03/21/2022,received,REPAIR-IPAD5,F9HTX52NHLF9,03/24/2022,tkeyser,,,,,PA,PA,264862,304438,tkeyser,04/28/2022,requested parts received and scanned in by tech,IPAA-5-LCD,,
NORWELLPUBLICSC,,AB1,2161834530281,161834,03/21/2022,received,REPAIR-IPAD5,F9GTXNSBHLF9,03/24/2022,kmay,,,,,PA,PA,265522,304977,kmay,04/29/2022,requested parts received and scanned in by tech,IPAA01-HC,,
NORWELLPUBLICSC,,AB1,2161834530284,161834,03/21/2022,hold,REPAIR-IPAD6,DMQWJBKWKF8J,03/24/2022,kmay,,,Logicboard,,PA,PA,265207,304617,kmay,04/29/2022,requested parts received and scanned in by tech,IPAA-5-LCD,,
NORWELLPUBLICSC,,AB1,2161834530284,161834,03/21/2022,hold,REPAIR-IPAD6,DMQWJBKWKF8J,03/24/2022,kmay,,,Logicboard,,PA,PA,265232,304617,kmay,04/29/2022,requested parts received and scanned in by tech,FIPA601-HC,,
NORWELLPUBLICSC,,AB1,2161834530289,161834,03/21/2022,received,REPAIR-IPAD6,GQ8YN1F8JF8J,03/24/2022,abrubaker,abrubaker,,,,PA,PA,265705,304716,abrubaker,04/29/2022,all parts on request used or returned,FIPA601-HC,,
NORWELLPUBLICSC,,AB1,2161834530289,161834,03/21/2022,received,REPAIR-IPAD6,GQ8YN1F8JF8J,03/24/2022,abrubaker,abrubaker,,,,PA,PA,265706,304716,abrubaker,04/29/2022,all parts on request used or returned,IPA6-LCD,,
NORWELLPUBLICSC,,AB1,2161834530296,161834,03/21/2022,received,REPAIR-IPAD5,F9KTW362HLF9,03/24/2022,kmay,kmay,,,,PA,PA,265525,304981,kmay,04/29/2022,all parts on request used or returned,IPAA01-HC,,
NORWELLPUBLICSC,,AB1,2161834530302,161834,03/21/2022,received,REPAIR-IPAD5,F9KTW039HLF9,03/24/2022,tkeyser,,,,,PA,PA,264863,304307,tkeyser,04/28/2022,all parts on request used or returned,IPAA01-HC,,
NORWELLPUBLICSC,,AB1,2161834530309,161834,03/21/2022,received,REPAIR-IPAD6,DMPWJWCBJF8J,03/24/2022,tjeffreys,,,,,PA,PA,265669,305096,tjeffreys,04/29/2022,all parts on request used or returned,FIPA601-HC,,
NORWELLPUBLICSC,,AB1,2161834530309,161834,03/21/2022,received,REPAIR-IPAD6,DMPWJWCBJF8J,03/24/2022,tjeffreys,,,,,PA,PA,265670,305096,tjeffreys,04/29/2022,all parts on request used or returned,IPA6-LCD,,
NORWELLPUBLICSC,,AB1,2161834530327,161834,03/21/2022,received,REPAIR-IPAD5,DMPTF0VHHLF9,03/24/2022,tkeyser,,,,,PA,PA,265282,304800,tkeyser,04/29/2022,requested parts received and scanned in by tech,IPAA01-HC,,
NORWELLPUBLICSC,,AB1,2161834530332,161834,03/21/2022,received,REPAIR-IPAD6,GG8YNVTXNF8J,03/24/2022,ecarson,,,,,PA,PA,265798,305232,ecarson,05/01/2022,all parts on request used or returned,IPA601-HC,,
CAMPBELLCOUNTY,,SB1,2161851530449,161851,03/21/2022,hold,REPAIR-IPAD7,F9FDFCCGMDG1,03/24/2022,kmay,,,Response,,PA,PA,258603,299291,kmay,04/13/2022,requested parts received and scanned in by tech,MIPA701-HC,,
ELMSFORDUFSD,,SB8,2161885530634,161885,03/21/2022,hold,REPAIR-DELL-CRM3100,6LS2NF2,03/31/2022,bgreenawalt,,,Salesperson Approval,,PA,PA,265591,305035,bgreenawalt,04/29/2022,requested parts received and scanned in by tech,51KD7,,
ELMSFORDUFSD,,SB8,2161885530635,161885,03/21/2022,hold,REPAIR-DELL-CRM5190-EE,3ZKG2P2,03/31/2022,bgreenawalt,,,Salesperson Approval,,PA,PA,265561,305003,bgreenawalt,04/29/2022,requested parts received and scanned in by tech,51KD7,,
ELPASOISD,,AB1,2161894530693,161894,03/21/2022,hold,REPAIR-MBA-13-2020-A2179,FVFD40NDQ0WM,03/28/2022,jdemichelis,,,Parts,,PA,PA,254662,294881,mfink,04/06/2022,all parts on request used or returned,LP133WQ4-SJA1,,
ELPASOISD,,AB1,2161894530693,161894,03/21/2022,hold,REPAIR-MBA-13-2020-A2179,FVFD40NDQ0WM,03/28/2022,jdemichelis,,,Parts,,PA,PA,254663,294881,mfink,04/06/2022,all parts on request used or returned,MBA-A1932-HINGE-CLUTCH-COV-SG,,
NORTHHILLS,,AB1,2161932531018,161932,03/22/2022,received,REPAIR-IPAD7,F9FCLK31MF3M,03/23/2022,tkeyser,,,,,PA,PA,259699,300151,tkeyser,04/18/2022,requested parts received and scanned in by tech,MIPA701-HC,,
NORTHHILLS,,AB1,2161932531018,161932,03/22/2022,received,REPAIR-IPAD7,F9FCLK31MF3M,03/23/2022,tkeyser,,,,,PA,PA,259700,300151,tkeyser,04/18/2022,requested parts received and scanned in by tech,IPA7-LCD,,
NORTHHILLS,,AB1,2161932531019,161932,03/22/2022,received,REPAIR-IPAD7,F9FCLE14MF3M,03/23/2022,tkeyser,,,,,PA,PA,259498,299976,tkeyser,04/18/2022,all parts on request used or returned,MIPA701-HC,,
NORTHHILLS,,AB1,2161932531019,161932,03/22/2022,received,REPAIR-IPAD7,F9FCLE14MF3M,03/23/2022,tkeyser,,,,,PA,PA,259498,299976,tkeyser,04/18/2022,all parts on request used or returned,IPA7-LCD,,
MARLBOROCSD,,PJ1,2161938531036,161938,03/22/2022,received,REPAIR-SAMSUNG-XE500C13,0Q9T91HJ616766N,03/25/2022,cakelley,,,,,PA,PA,263227,303057,cakelley,04/25/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
ELPASOISD,,AB1,2161992531282,161992,03/22/2022,received,REPAIR-MBA-11-LCD,C02TP3UVGFWM,03/28/2022,kfranklin,,,,,PA,PA,265346,304380,kfranklin,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
ELPASOISD,,AB1,2161992531283,161992,03/22/2022,received,REPAIR-MBA-11-LCD,C02TP38HGFWM,03/28/2022,kfranklin,,,,,PA,PA,265349,304858,kfranklin,04/29/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
ELPASOISD,,AB1,2161992531284,161992,03/22/2022,received,REPAIR-MBA-11-LCD,C02TP67MGFWM,03/28/2022,kfranklin,,,,,PA,PA,265345,304419,kfranklin,04/29/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
ELPASOISD,,AB1,2161992531285,161992,03/22/2022,received,REPAIR-MBA-11-LCD,C02TN29YGFWM,03/28/2022,kfranklin,,,,,PA,PA,265347,304421,kfranklin,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
ELPASOISD,,AB1,2161992531286,161992,03/22/2022,received,REPAIR-MBA-11-LCD,C02WQ4ZVGFWM,03/28/2022,kfranklin,,,,,PA,PA,265348,304430,kfranklin,04/29/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
ELPASOISD,,AB1,2161992531287,161992,03/22/2022,received,REPAIR-MBA-11-LCD,C02TV2STGFWM,03/28/2022,kfranklin,,,,,PA,PA,265351,304437,kfranklin,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
ELPASOISD,,AB1,2161992531289,161992,03/22/2022,hold,REPAIR-MBA-11-2015-A1465,C02TN08JGFWM,03/28/2022,bmesick,,,Logicboard,,PA,PA,265343,304333,kfranklin,04/29/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
MOORESVILLEGRAD,,JBB,2162013531347,162013,03/23/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM248J1WT,03/28/2022,dmelton,,,,2002,PA,PA,259813,295455,dmelton,04/18/2022,all parts on request used or returned,661-02394,,
MOORESVILLEGRAD,,JBB,2162013531347,162013,03/23/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM248J1WT,03/28/2022,dmelton,,,,2002,PA,PA,259814,295455,dmelton,04/18/2022,all parts on request used or returned,923-0441,,
MOORESVILLEGRAD,,JBB,2162013531347,162013,03/23/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM248J1WT,03/28/2022,dmelton,,,,2002,PA,PA,259815,295455,dmelton,04/18/2022,all parts on request used or returned,923-0438,,
MOORESVILLEGRAD,,JBB,2162013531347,162013,03/23/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM248J1WT,03/28/2022,dmelton,,,,2002,PA,PA,259816,295455,dmelton,04/18/2022,all parts on request used or returned,661-7480-C,,
MOORESVILLEGRAD,,JBB,2162013531347,162013,03/23/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM248J1WT,03/28/2022,dmelton,,,,2002,PA,PA,259817,295455,dmelton,04/18/2022,all parts on request used or returned,661-7465,,
MOORESVILLEGRAD,,JBB,2162013531347,162013,03/23/2022,received,REPAIR-MBA-13-2017-A1466,FVFDM248J1WT,03/28/2022,dmelton,,,,2002,PA,PA,259818,295455,dmelton,04/18/2022,all parts on request used or returned,661-02395,,
ELPASOISD,,AB1,2162031531419,162031,03/23/2022,received,REPAIR-MBA-11-2015-A1465,C02WN6PZGFWM,04/01/2022,hnaughton,,,,,PA,PA,255957,296951,hnaughton,04/08/2022,requested parts received and scanned in by tech,661-7473-C,,
ELPASOISD,,AB1,2162031531419,162031,03/23/2022,received,REPAIR-MBA-11-2015-A1465,C02WN6PZGFWM,04/01/2022,hnaughton,,,,,PA,PA,255958,296951,hnaughton,04/08/2022,requested parts received and scanned in by tech,11-AIR-BOTTOM-PLATE,,
ELPASOISD,,AB1,2162031531419,162031,03/23/2022,received,REPAIR-MBA-11-2015-A1465,C02WN6PZGFWM,04/01/2022,hnaughton,,,,,PA,PA,255959,296951,hnaughton,04/08/2022,requested parts received and scanned in by tech,11MBA-ASSEMBLY-2013-15-B,,
CENTRALYORK,,PJ1,2162036531445,162036,03/23/2022,received,REPAIR-MBA-13-2017-A1466,C1MTX66FJ1WK,03/30/2022,hnaughton,,,,,PA,PA,259640,294949,hnaughton,04/18/2022,all parts on request used or returned,661-7480-A,,
HEMPFIELDAREA_1,,SS8,2162048531536,162048,03/23/2022,received,REPAIR-LENOVO-100EG2A,MP1WP2BH,03/23/2022,hweltz,,,,,PA,PA,258513,299175,hweltz,04/13/2022,requested parts received and scanned in by tech,AG-14E-MS00,,
HEMPFIELDAREA_1,,SS8,2162048531538,162048,03/23/2022,received,REPAIR-LENOVO-100EG2A,MP1XEBRE,03/23/2022,hweltz,,,,,PA,PA,258509,299173,hweltz,04/13/2022,requested parts received and scanned in by tech,AG-14E-MS00,,
HEMPFIELDAREA_1,,SS8,2162048531618,162048,03/23/2022,received,REPAIR-HP-11-G6-EE,5CD83652DJ,03/23/2022,ffagaly,,,,,PA,PA,262472,299300,ffagaly,04/22/2022,requested parts received and scanned in by tech,B116XTN02.3-HW:0A/FW:0,,
HEMPFIELDAREA_1,,SS8,2162048531628,162048,03/23/2022,received,REPAIR-HP-11-G6-EE,5CD9025QMF,03/23/2022,ffagaly,,,,,PA,PA,258580,299248,kdimatteo,04/13/2022,requested parts received and scanned in by tech,DD00G1CM022,,
HEMPFIELDAREA_1,,SS8,2162048531628,162048,03/23/2022,received,REPAIR-HP-11-G6-EE,5CD9025QMF,03/23/2022,ffagaly,,,,,PA,PA,258581,299248,kdimatteo,04/13/2022,requested parts received and scanned in by tech,AG-14G5-CM00R,,
DNSOLUTIONS,,PJ1,2162057531714,162057,03/23/2022,hold,REPAIR-MBA-13-2020-A2179,C02CV2SRMNHQ,04/05/2022,hnaughton,,,Response,,PA,PA,261427,297281,hnaughton,04/21/2022,requested parts received and scanned in by tech,661-15393,,
DNSOLUTIONS,,PJ1,2162057531714,162057,03/23/2022,hold,REPAIR-MBA-13-2020-A2179,C02CV2SRMNHQ,04/05/2022,hnaughton,,,Response,,PA,PA,261429,297281,hnaughton,04/21/2022,requested parts received and scanned in by tech,923-03986,,
DNSOLUTIONS,,PJ1,2162057531714,162057,03/23/2022,hold,REPAIR-MBA-13-2020-A2179,C02CV2SRMNHQ,04/05/2022,hnaughton,,,Response,,PA,PA,261430,297281,hnaughton,04/21/2022,requested parts received and scanned in by tech,923-03992,,
DNSOLUTIONS,,PJ1,2162057531714,162057,03/23/2022,hold,REPAIR-MBA-13-2020-A2179,C02CV2SRMNHQ,04/05/2022,hnaughton,,,Response,,PA,PA,264913,297281,hnaughton,04/28/2022,requested parts received and scanned in by tech,A1965,,
DNSOLUTIONS,,PJ1,2162057531714,162057,03/23/2022,hold,REPAIR-MBA-13-2020-A2179,C02CV2SRMNHQ,04/05/2022,hnaughton,,,Response,,PA,PA,265371,297281,hnaughton,04/29/2022,requested parts received and scanned in by tech,923-03995,,
DNSOLUTIONS,,PJ1,2162057531714,162057,03/23/2022,hold,REPAIR-MBA-13-2020-A2179,C02CV2SRMNHQ,04/05/2022,hnaughton,,,Response,,PA,PA,261428,297281,hnaughton,04/21/2022,all parts on request used or returned,923-03995,,
SWCHESTERBOCES,,AB1,2162080531794,162080,03/23/2022,received,REPAIR-ACER-C738T,NXG55AA00563509B47600,03/28/2022,cakelley,,,,,PA,PA,250720,292435,cakelley,03/29/2022,requested parts received and scanned in by tech,AG-C738T-TC00R,,
SWCHESTERBOCES,,AB1,2162080531794,162080,03/23/2022,received,REPAIR-ACER-C738T,NXG55AA00563509B47600,03/28/2022,cakelley,,,,,PA,PA,250721,292435,cakelley,03/29/2022,requested parts received and scanned in by tech,AG-C738T-HG01,,
SWCHESTERBOCES,,AB1,2162080531794,162080,03/23/2022,received,REPAIR-ACER-C738T,NXG55AA00563509B47600,03/28/2022,cakelley,,,,,PA,PA,250722,292435,cakelley,03/29/2022,requested parts received and scanned in by tech,AG-C738T-PR00RC,,
